"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"334520304602857473","Wed May 15 04:07:10 +0000 2013","0","I swear there is a split in the Brony Community after what happened in the events. From Twilight Alicorn to Equestria Girls and so on","334520304602857473","","","en","","0","0","0","https://x.com/Kitepryo/status/334520304602857473","175846136","Kitepryo"
"334504463287083008","Wed May 15 03:08:43 +0000 2013","1","@gelfling1220 @TeamStripeySock Princess Leia Alicorn Princess Twilight Sparkle. There's something there. You KNOW it...","334505597481402368","","gelfling1220","en","Every other social media ","0","1","0","https://x.com/GeekmomK/status/334505597481402368","9455172","GeekmomK"
"334484725248978944","Wed May 15 01:45:47 +0000 2013","1","#EquestriaGirls might be amazing. I recall everypony bitching about #Alicorn Twilight and it turned out okay. #havefaith","334484725248978944","","","en","Aliso Viejo ","0","0","0","https://x.com/FatherCaboose/status/334484725248978944","248486874","FatherCaboose"
"334344585318916096","Tue May 14 16:28:55 +0000 2013","2","Its a badass alicorn again... Twilight Sparkle... &lt;3 So hot too.... #brony #mlpfim http://t.co/dduANhO83J","334344585318916096","https://pbs.twimg.com/media/BKPUoQDCYAEWBkI.jpg","","en","depression","0","0","1","https://x.com/RoryBurrows/status/334344585318916096","842214902","RoryBurrows"
"334298638794772480","Tue May 14 13:26:21 +0000 2013","0","Applejack: Howdy Twilight Sparkle my friend! *calls out* Twilight Sparkle: Hey everypony! What's up! *stops her alicorn magic*","334298638794772480","","","en","Singapore","0","0","1","https://x.com/MeganChua98/status/334298638794772480","863272646","MeganChua98"
"334270307412099072","Tue May 14 12:56:34 +0000 2013","0","@HardCyder yep because Twilight is an Alicorn she disappeared after season 3 final","334291144739528704","","","en","Glasgow Scotland   ","0","0","0","https://x.com/Dashie41/status/334291144739528704","868885999","Dashie41"
"334177590262775808","Tue May 14 05:25:20 +0000 2013","0","As usual I'll be the sane person here and say that Equestria Girls is not comparable to Alicorn Twilight. #brony","334177590262775808","","","en","Calgary, Alberta, Canada","0","0","1","https://x.com/AlexanderThrond/status/334177590262775808","441349739","AlexanderThrond"
"334162532518486016","Tue May 14 04:25:30 +0000 2013","0","Didn't Alicorn Twilight teach you anything?","334162532518486016","","","en","judacris.there.social","0","0","0","https://x.com/judacris/status/334162532518486016","17591828","judacris"
"334152857802645505","Tue May 14 03:59:32 +0000 2013","0","@Fyre_flye Is that kind of like the MLP fans getting upset at Twilight being an alicorn?","334155996719112192","","Fyre_flye","en","The G-Vegas","0","0","0","https://x.com/RogueTampon/status/334155996719112192","175170238","RogueTampon"
"334127851320262656","Tue May 14 02:07:42 +0000 2013","0","OMFG TWILIGHT SPARKLE WENT FULL ALICORN.. AHHHHHH!!!","334127851320262656","","","en","America","0","0","1","https://x.com/KennedyRain/status/334127851320262656","61492936","KennedyRain"
"334123971740061696","Tue May 14 01:52:17 +0000 2013","1","TWILIGHT SPARKLE IS AN ALICORN!!!!! ASDFGHJKL!!!!! http://t.co/ObXh1YEMOt","334123971740061696","https://pbs.twimg.com/media/BKML-2bCUAA8Jby.jpg","","en","","0","0","1","https://x.com/TheCartoonPeril/status/334123971740061696","316524405","TheCartoonPeril"
"334083307874693120","Tue May 14 01:11:01 +0000 2013","0","@neherenia Well I think people's feathers got a bit rustled over Princess Cadance &amp; Twilight turning into an alicorn too. But I digress. :P","334113588119760898","","neherenia","en","Vancouver, British Columbia","0","0","0","https://x.com/zerogouki_/status/334113588119760898","35062375","zerogouki_"
"334112951055294464","Tue May 14 01:08:29 +0000 2013","0","Now the brony community is getting too weird Twilight's a fucking alicorn (that's still stupid) and the writing caters to the fans too much","334112951055294464","","","en","Right behind you","0","0","0","https://x.com/Coodoo17/status/334112951055294464","103646864","Coodoo17"
"334105466709884931","Tue May 14 00:38:45 +0000 2013","0","@MMeghanMcCarthy fuck alicorn twilight. I don't care what happens in S4 if she keep her wings I won't miss much. Burn her with napalm","334105466709884931","","MMeghanMcCarthy","en","","0","0","0","https://x.com/darklee4/status/334105466709884931","1015946503","darklee4"
"334094326294511616","Tue May 14 00:30:10 +0000 2013","0","@m3AtsDashie Well when he ended up in Equestria he was in a new alicorn body completely powerless and flightless. But look at him now.","334103307532517376","","HulaDash","en","","0","1","0","https://x.com/m3AtsTwiley/status/334103307532517376","1012504495","m3AtsTwiley"
"334100331233427456","Tue May 14 00:20:14 +0000 2013","0","@LyokoTravels Alicorn twilight witg rarity having tea! if there's no problem i think","334100807823798272","","LyokoTravels","en","","0","0","0","https://x.com/Macaron575_/status/334100807823798272","95067329","Macaron575_"
"334072449022967811","Mon May 13 22:30:17 +0000 2013","0","@HeliosPhoenix @MMeghanMcCarthy #EquestriaGirls Because Bronies can't get paranoid enough about Alicorn Twilight!!!","334073139258605570","","HeliosPhoenix","en","Dundee, Scotland","0","1","0","https://x.com/James_Corck/status/334073139258605570","232652437","James_Corck"
"334066945123049472","Mon May 13 22:05:41 +0000 2013","0","Alicorn Twilight hurt me internally so much I've lost the will to hate","334066945123049472","","","en","","0","0","0","https://x.com/mlp_txt/status/334066945123049472","422175875","mlp_txt"
"334061475205353472","Mon May 13 21:43:56 +0000 2013","0","@mlp_twilight Meghan McCarthy confirmed that you will not outlive your friends even as an alicorn. Is this true?","334061475205353472","","mlp_Twilight","en","","0","0","0","https://x.com/WanWeengedAnjil/status/334061475205353472","233959834","WanWeengedAnjil"
"334034027218620417","Mon May 13 19:54:53 +0000 2013","0","okay Bronies next for the request is to @JaketheBrony for an Evil Twilight Sparkle i picked Alicorn #mlp #brony http://t.co/hplBe36Kx1","334034027218620417","https://pbs.twimg.com/media/BKK6LY_CUAACDaa.jpg","","en","Glasgow Scotland   ","0","0","3","https://x.com/Dashie41/status/334034027218620417","868885999","Dashie41"
"333942031560871938","Mon May 13 17:15:04 +0000 2013","0","@snowfi6916 @KeatingRogers @MMeghanMcCarthy Yes but I actually like Alicorn Twilight. I just didn't like how they kept it a secret.","333993812156370944","","","en","The Spencer Estate ","0","0","0","https://x.com/ZapAppleBloom/status/333993812156370944","944617548","ZapAppleBloom"
"333988616990777344","Mon May 13 17:03:23 +0000 2013","0","@SonicFury8823 Well pretty much nothing it happened with alicorn twilight and now Equestria girls.","333990869961166848","","StrixSoren7","en","/twr/ Twitter Board","0","1","0","https://x.com/MindlessPone/status/333990869961166848","581267437","MindlessPone"
"333942031560871938","Mon May 13 15:52:33 +0000 2013","0","@snowfi6916 @KeatingRogers @MMeghanMcCarthy Objection! They have lied about other things like Alicorn Twilight. :D http://t.co/vGHSgMtUub","333973042973782016","https://pbs.twimg.com/media/BKKCto9CMAEPoM-.jpg","","en","The Spencer Estate ","0","0","0","https://x.com/ZapAppleBloom/status/333973042973782016","944617548","ZapAppleBloom"
"333967729780486144","Mon May 13 15:31:26 +0000 2013","0","Of course as the REAL Rainbow Dash I know the chronological order of all the episodes. And Twilight became an alicorn yesterday.","333967729780486144","","","en","Ponyville, Equestria","0","0","2","https://x.com/fim_dashie/status/333967729780486144","534976962","fim_dashie"
"333967429870952449","Mon May 13 15:30:14 +0000 2013","0","Remember when Twilight Sparkle was an alicorn? That happened like yesterday.","333967429870952449","","","en","Ponyville, Equestria","0","0","1","https://x.com/fim_dashie/status/333967429870952449","534976962","fim_dashie"
"333540528933179394","Mon May 13 14:42:53 +0000 2013","0","@SeanCookieLee HAHA BUT TWILIGHT LOOKS A BIT STRANGE AS AN ALICORN LEH NOT TALL ENOUGH XD EXACTLY HAHA EVER SEEN A PONY PLAY 10 INSTRUMENTS?","333955512586612737","","seanleekh_","en","|| where the city sleeps ||","0","1","0","https://x.com/therealdingg/status/333955512586612737","571814235","therealdingg"
"333912785928990721","Mon May 13 14:34:32 +0000 2013","0","@BadDPS you're right. I judged alicorn Twilight after I saw it. And I loathed it.","333953412481839104","","PockyCatgirl","en","","0","0","0","https://x.com/Honda175/status/333953412481839104","189041592","Honda175"
"333919036066910208","Mon May 13 12:17:56 +0000 2013","1","All I'm saying is we tend to overreact: Derpy isn't dead Alicorn Twilight didn't kill the fandom #EquestriaGirls will be handle with care.","333919036066910208","","","en","He/They","0","0","0","https://x.com/IamGVAmor/status/333919036066910208","414648969","IamGVAmor"
"333918038262943745","Mon May 13 12:13:58 +0000 2013","0","Hey #bronies Remember when Princess Alicorn Twilight Sparkle reigned apocalypse and the fandom died... Yeah #EquestriaGirls staph wit dat","333918038262943745","","","en","He/They","0","0","1","https://x.com/IamGVAmor/status/333918038262943745","414648969","IamGVAmor"
"333889587585904641","Mon May 13 10:20:55 +0000 2013","0","#equestriaGirlsspoilers twilight is going to marry that dude and bring him back to equestria making him a alicorn.","333889587585904641","","","en","Switzerland","0","0","1","https://x.com/SunnyKeel/status/333889587585904641","515349221","SunnyKeel"
"333844867392364544","Mon May 13 07:23:13 +0000 2013","2","Twilight Sparkle was a unicorn maybe Princess Celestia gave her a Red Bull. BAM. Alicorn. #mylittlepony","333844867392364544","","","en","28 • lesbian • they/them","0","1","4","https://x.com/HausDimitrescu/status/333844867392364544","172905650","HausDimitrescu"
"333813195133288449","Mon May 13 06:55:59 +0000 2013","0","@ArthurCrane What? Noooo but how could it be? Nothing has EVER divided us! We r best fandom EVAR and Twilight Alicorn isn't canon!!! OMGWTF","333838012880392192","","ArthurCrane","en","Dundee, Scotland","0","0","0","https://x.com/James_Corck/status/333838012880392192","232652437","James_Corck"
"333803983590260736","Mon May 13 05:08:06 +0000 2013","0","@Saberspark @miniapplejack My trust the staff limit is currently being used up by Alicorn Twilight. Too many weird/bad decisions in S3.","333810864517947392","","Saberspark","en","","0","0","0","https://x.com/Velvet_Remedy/status/333810864517947392","357859370","Velvet_Remedy"
"333797798816382976","Mon May 13 04:52:24 +0000 2013","0","@lunawolf24 Just like alicorn Twilight it may never truly be over There will be ones who like it those who are neutral and those who hate it","333806914846720000","","lunawolf24","en","New York, NY","0","0","0","https://x.com/Bronytwin02/status/333806914846720000","748686421","Bronytwin02"
"333761221079740417","Mon May 13 04:13:26 +0000 2013","0","@Wazaraku @MMeghanMcCarthy ^---This people remember this is what made us #bronies so chill... no need for another Alicorn Twilight ","333797106554916864","","Wazaraku","en","","0","0","0","https://x.com/TavernCatRecs/status/333797106554916864","1042985492","TavernCatRecs"
"333780387568435200","Mon May 13 03:10:58 +0000 2013","0","@WilkieBrandon it's the same for the when they turn twilight into an Alicorn","333781386588729346","","","en","On the internet","0","0","0","https://x.com/PortalDiver/status/333781386588729346","580457947","PortalDiver"
"333765055353081857","Mon May 13 02:06:53 +0000 2013","1","@namineahtellai @Saberspark I want to see reaction video just like he did for Alicorn Twilight","333765259074621440","","TheEmuEmi","en","San Diego,California","0","0","0","https://x.com/DashJimenez/status/333765259074621440","989817211","DashJimenez"
"333761336024637440","Mon May 13 01:52:23 +0000 2013","0","@M_A_Larson @MMeghanMcCarthy I'm still mad about alicorn Twilight but whoever called the shots on EqG really put their best foor forward!!!","333761609031897089","","Twilight5parkle","en","Where the Waifus Are","0","0","0","https://x.com/Twilight5parkle/status/333761609031897089","473354056","Twilight5parkle"
"333744854360289280","Mon May 13 00:45:48 +0000 2013","0","I liked a @YouTube video http://t.co/T6PcUL4iKz Alicorn Twilight","333744854360289280","","","en","London England","0","0","0","https://x.com/ProjectionNortr/status/333744854360289280","356603827","ProjectionNortr"
"333706624009121793","Sun May 12 22:13:54 +0000 2013","0","Last 3 is Alicorn Twilight Bronies this one is her watching the stars #mlp #brony http://t.co/Y73YosNZJJ","333706624009121793","https://pbs.twimg.com/media/BKGQaA_CMAA93Lq.jpg","","en","Glasgow Scotland   ","0","0","1","https://x.com/Dashie41/status/333706624009121793","868885999","Dashie41"
"333693553849008130","Sun May 12 21:21:57 +0000 2013","1","Thoughts on alicorn twilight? 'twas a shit move from hasbro","333693553849008130","","","en","Planet Getes","0","4","0","https://x.com/Shizu2128/status/333693553849008130","1328669299","Shizu2128"
"333684468369993728","Sun May 12 20:45:51 +0000 2013","0","Twilight Sparkle explained Someday I'll like To see answer your questions Im not freaking out an Alicorn this is so awesome Photo!","333684468369993728","","","en","Internet","0","0","0","https://x.com/BronyRT_eBooks/status/333684468369993728","1015685628","BronyRT_eBooks"
"333659967125082112","Sun May 12 19:08:29 +0000 2013","0","#Bronies : Twilight:well i become alicorn i fight a new villan in winter and now im the pope from a new reiligion Spike : JEJEJE What Week","333659967125082112","","","en","México","0","1","1","https://x.com/Chevistian1/status/333659967125082112","1007061769","Chevistian1"
"333135421561257985","Sun May 12 08:24:18 +0000 2013","0","@PonyRoy Discord can't help it. He's the spirit of chaos. And the Alicorn Amulet amplified Trixie's bitterness towards Twilight &amp; Ponyville.","333497851936133120","","","en","Knoxville","0","0","0","https://x.com/IsaacAndrews_LH/status/333497851936133120","45697414","IsaacAndrews_LH"
"333427767129554944","Sun May 12 03:45:49 +0000 2013","0","It was an Alicorn Twilight: an Alicorn Twilight.","333427767129554944","","","en","Internet","0","0","1","https://x.com/BronyRT_eBooks/status/333427767129554944","1015685628","BronyRT_eBooks"
"333390648537407488","Sun May 12 01:18:19 +0000 2013","0","i know that one girl pigluver83 has the alicorn twilight too lol peace (@YouTube http://t.co/MoGpyIspDs)","333390648537407488","","","en","Las vegas, Nevada(Being a sony","0","0","0","https://x.com/SsanimeMannyXmn/status/333390648537407488","24016642","SsanimeMannyXmn"
"333350572012994562","Sat May 11 22:39:04 +0000 2013","0","ALICORN TWILIGHT http://t.co/gyZELUlAYg","333350572012994562","","","en","localhost","0","0","0","https://x.com/TrollsBook/status/333350572012994562","391304797","TrollsBook"
"333345662542426112","Sat May 11 22:19:33 +0000 2013","0","@mlp_twilight Now that you are an alicorn you are just as incompetent as @PincesCelestio","333345662542426112","","mlp_Twilight","en","Madrid, Spain","0","1","0","https://x.com/Mareofdanait/status/333345662542426112","1415450246","Mareofdanait"
"333338159335235585","Sat May 11 21:49:45 +0000 2013","1","New next it is Alicorn Twilight Princess of Magic #mlp #brony http://t.co/wr7294hwh8","333338159335235585","https://pbs.twimg.com/media/BKBBSjHCYAAr7vC.jpg","","en","Glasgow Scotland   ","0","1","0","https://x.com/Dashie41/status/333338159335235585","868885999","Dashie41"
"333316341782151168","Sat May 11 20:23:03 +0000 2013","0","Twilight Sparkle becomes an alicorn?! And a princess?! Didn't see that one coming.","333316341782151168","","","en","Calgary, AB Canada","0","0","1","https://x.com/svaughanphoto/status/333316341782151168","103911443","svaughanphoto"
"333298494838296576","Sat May 11 19:12:08 +0000 2013","1","The Twilicorn painting is finally finished! #MLP #MyLittlePony #Twilight #TwilightSparkle #PrincessTwilight #Alicorn http://t.co/zTyfhb0ORS","333298494838296576","https://pbs.twimg.com/media/BKAdNxVCUAAAp3j.jpg","","en","Ohio","0","1","2","https://x.com/TheGhostlyMuse/status/333298494838296576","1357919948","TheGhostlyMuse"
"333233261381820416","Sat May 11 14:52:55 +0000 2013","0","I now have better feelings about ALICORN twilight","333233261381820416","","","en","","0","0","0","https://x.com/koner_king/status/333233261381820416","1417894333","koner_king"
"333078267345129472","Sat May 11 06:57:09 +0000 2013","0","@tarastrong like when someone's a bully they hear a little whistle like with songbird from Bioshock Infinite except it's alicorn Twilight.","333113530993741824","","tarastrong","en","MA","0","0","0","https://x.com/D3dshotCalamity/status/333113530993741824","182711689","D3dshotCalamity"
"333045866862612481","Sat May 11 02:35:59 +0000 2013","0","@Jeffman1490 @Sylverstone14 Jesus you're really that upset bout Alicorn Twilight :(","333047807822929920","","JeffMan1490","en","New York, NY","0","2","0","https://x.com/MechaDragon101/status/333047807822929920","115997117","MechaDragon101"
"333021819227492352","Sat May 11 00:52:43 +0000 2013","0","Remember when the #brony community rejected alicorn Twilight as silly fanboy speculation? Pepperidge Farm remembers.","333021819227492352","","","en","","0","1","1","https://x.com/Honda175/status/333021819227492352","189041592","Honda175"
"332983763816574976","Fri May 10 22:26:34 +0000 2013","1","@MLP_Mike_132550 I never said I don't like Twilight just the alicorn idea that's all","332985038020939778","","MLP_Mike_132550","en","/twr/ Twitter Board","0","2","0","https://x.com/MindlessPone/status/332985038020939778","581267437","MindlessPone"
"332975260972511232","Fri May 10 21:47:43 +0000 2013","0","needsmoarg4: oak23: a prayer circle that the comic con pony will be a g1 alicorn twilight in her equestria... http://t.co/vAJe5Zm6pZ","332975260972511232","","","en","Gold Coast, Queensland","0","0","0","https://x.com/Crackerquacker/status/332975260972511232","30644882","Crackerquacker"
"332768622143500288","Fri May 10 08:06:36 +0000 2013","0","I'm able to acknowledge that in the canon storyline Twilight is an alicorn. For the time being. But I sure as hell don't accept it.","332768622143500288","","","en","","0","0","0","https://x.com/Honda175/status/332768622143500288","189041592","Honda175"
"332694986132951040","Fri May 10 03:14:00 +0000 2013","0","I liked a @YouTube video http://t.co/t4ou6aGRSj Observations on MLP: Alicorn Princess Twilight Sparkle","332694986132951040","","","en","Phoenix, AZ, USA","0","0","0","https://x.com/SovColumbia/status/332694986132951040","19544696","SovColumbia"
"332641551152992256","Thu May 09 23:41:40 +0000 2013","0","Check out MLP - Twilight Passes Her Exam by ~FireBrandKun on @deviantART http://t.co/A3s692mVzA #brony #bronies","332641551152992256","","","en","Equestria, Porthoof","0","0","0","https://x.com/AlicornRadio/status/332641551152992256","764425874","AlicornRadio"
"332639192070889472","Thu May 09 23:32:18 +0000 2013","0","In my headcanon Twilight gets run over by a train turning the train into an alicorn princess.","332639192070889472","","","en","","0","0","3","https://x.com/mlp_txt/status/332639192070889472","422175875","mlp_txt"
"332628924578283520","Thu May 09 22:51:30 +0000 2013","0","*Pony: hey Fluttershy! Twilight became a Alicorn! *Fluttershy: well I think... that unicorns... became a... Rarity... YEAAAAAAH!","332628924578283520","","","en","See ya!!","0","0","0","https://x.com/mlp_blacksoul/status/332628924578283520","1317776432","mlp_blacksoul"
"332620358769328129","Thu May 09 22:17:27 +0000 2013","0","Alicorn Twilight Fans or... Sim Gretina's kinda been making pony music for the last year or (@YouTube http://t.co/V8Ao7wex3i)","332620358769328129","","","en","Perth, Western Australia","0","0","0","https://x.com/PeekingBoo/status/332620358769328129","1127496997","PeekingBoo"
"332604255351492609","Thu May 09 21:13:28 +0000 2013","0","I liked a @YouTube video http://t.co/jjnfPHnTtP Twilight Sparkle Becomes an Alicorn to the 10th Doctor's Regeneration","332604255351492609","","","en","Long Island NY","0","0","0","https://x.com/g1xrider/status/332604255351492609","193869453","g1xrider"
"332602261945597953","Thu May 09 21:05:33 +0000 2013","0","Cue phonecall from the friend asking me how many seasons there were after Twilight Sparkle became an Alicorn Princess.","332602261945597953","","","en","","0","0","1","https://x.com/OmegaLiquidX/status/332602261945597953","166416786","OmegaLiquidX"
"332582519448928256","Thu May 09 19:54:28 +0000 2013","1","@RoryBurrows Well i don't like the alicorn twilight idea anyway","332584372911878144","","RoryBurrows","en","/twr/ Twitter Board","0","1","1","https://x.com/MindlessPone/status/332584372911878144","581267437","MindlessPone"
"332584077523820544","Thu May 09 19:53:17 +0000 2013","1","That's my real view on Alicorn Twilight","332584077523820544","","","en","/twr/ Twitter Board","0","0","0","https://x.com/MindlessPone/status/332584077523820544","581267437","MindlessPone"
"331849972230287360","Tue May 07 19:16:13 +0000 2013","0"," @jtoddgaddis6: So Twilight Sparkle becomes a alicorn? Half Life 3 confirmed #BetterBeliveIt I wish","331849972230287360","","","en","Where I should be","0","0","1","https://x.com/Miles_the_pony/status/331849972230287360","1167623149","Miles_the_pony"
"331832169880240129","Tue May 07 18:05:29 +0000 2013","0","@BronyCurious But Magical Mystery Cure shows Celestia making Twilight an alicorn.","331832169880240129","","TomOliver3D","en","Texas, USA","0","0","0","https://x.com/JohnCFarrier/status/331832169880240129","119461273","JohnCFarrier"
"331732151139713024","Tue May 07 11:28:02 +0000 2013","0"," ALICORN PRINCESS TWILIGHT FCKNG SPARKLE?! ohhh catie","331732151139713024","","","en","mnl","0","0","0","https://x.com/crmnasalazar/status/331732151139713024","93152922","crmnasalazar"
"331697824041418752","Tue May 07 10:23:04 +0000 2013","0","@soundofaegis Alicorn and Princess of the Night or not it's still based off of her emotions.","331715800614449152","","","en","Canterlot, Equestria. ","0","0","0","https://x.com/SoundOfUnicorn/status/331715800614449152","1187507940","SoundOfUnicorn"
"331689027046608897","Tue May 07 08:36:41 +0000 2013","2","today is #TwilightliciousTuesday everypony have a awesome one too here is a pic of Alicorn Twilight http://t.co/jyORmuaarb","331689027046608897","https://pbs.twimg.com/media/BJplaalCEAAyezT.jpg","","en","Glasgow Scotland   ","0","0","0","https://x.com/Dashie41/status/331689027046608897","868885999","Dashie41"
"331647141581832192","Tue May 07 05:52:20 +0000 2013","0","@WonderboltsFTW yea and yea it's based if alicorn twilight she has wings like RD and Fluttershy","331647666553503744","","OddEyesDuelist","en","New York, NY","0","0","0","https://x.com/Bronytwin02/status/331647666553503744","748686421","Bronytwin02"
"331605406084390912","Tue May 07 03:04:24 +0000 2013","0","Most popular pony ships: FlutterMac Pinkie Pie/Megazord Princess Celestia/Manti Te'o alicorn Twilight/suicide. #brony","331605406084390912","","","en","","0","0","1","https://x.com/Honda175/status/331605406084390912","189041592","Honda175"
"331555368675209216","Tue May 07 00:49:32 +0000 2013","0","@BigMacCountry About the entire season? It was pretty good but short. About Twilight being an Alicorn now? I was screaming!","331571465164046337","","BigMacCountry","en","Nowhere","0","1","0","https://x.com/andeeapple/status/331571465164046337","363423431","andeeapple"
"331474451910782977","Mon May 06 18:24:02 +0000 2013","0","Winter Wrap Up Alicorn Twilight by *SpaceVoyager (@svplush) #Plushies http://t.co/FPvJ2ZKDuy","331474451910782977","","","en","","0","0","0","https://x.com/dA_crafts/status/331474451910782977","405044458","dA_crafts"
"331453296319545345","Mon May 06 16:59:58 +0000 2013","0","It's the same kind of stupid reaction we got when twilight alicorn for announced","331453296319545345","","","en","Netherlands","0","0","0","https://x.com/seatsea/status/331453296319545345","456961591","seatsea"
"331394027385675776","Mon May 06 13:04:27 +0000 2013","0","Don't hate me or unfollow me but i love Twilight sparkle the alicorn but I liked her before she became one!","331394027385675776","","","en","","0","0","0","https://x.com/angelcity987/status/331394027385675776","1316976260","angelcity987"
"331389378570092544","Mon May 06 12:45:59 +0000 2013","0","Is Twilight becoming an alicorn an analogy for a girl getting her period for the first time? http://t.co/OPwPOe0Vjq","331389378570092544","","","en","Seattle, WA","0","1","0","https://x.com/Alpha_Engel/status/331389378570092544","590552860","Alpha_Engel"
"331364695774728193","Mon May 06 11:07:54 +0000 2013","0","Ya' know I personally don't get why people don't like Alicorn Twilight I personally love it.~Fohlen http://t.co/jx3HKdWRCs","331364695774728193","","","en","","0","0","0","https://x.com/Bro_an_PegLLC/status/331364695774728193","1390936470","Bro_an_PegLLC"
"331260663148187650","Mon May 06 04:16:20 +0000 2013","0","@static_overlord capricorn and Cadence is marked as one? not complaining. but why is Rarity an alicorn and not Twilight?","331261121350729729","","Robertthe_great","en","Ohio, USA","0","1","0","https://x.com/AquaGlide12/status/331261121350729729","74890439","AquaGlide12"
"331249213520367617","Mon May 06 03:29:01 +0000 2013","0","what if: now that twilight is an alicorn and alicorns live forever after all her friends are dead an... http://t.co/vNLp3YeLt6 #FollowMe","331249213520367617","","","en","Fort Worth, Texas","0","0","0","https://x.com/OopsPug/status/331249213520367617","1316968783","OopsPug"
"331249211494510593","Mon May 06 03:29:00 +0000 2013","0","what if: now that twilight is an alicorn and alicorns live forever after all her friends are dead and twilight... http://t.co/V7qgAFx219","331249211494510593","","","en","","0","0","0","https://x.com/iMaD7x/status/331249211494510593","62002577","iMaD7x"
"331183197838798849","Sun May 05 23:06:42 +0000 2013","0","I gave #MLP a try. I suppose I'll stay optimistic about Equestria Girls. Bound to be better than alicorn Twilight. #brony","331183197838798849","","","en","","0","0","1","https://x.com/Honda175/status/331183197838798849","189041592","Honda175"
"331105298687332354","Sun May 05 18:01:32 +0000 2013","1","@Wing_Skyes I don't like the idea or Alicorn Twilight","331106402858852353","","Wing_Skyes","en","/twr/ Twitter Board","0","0","0","https://x.com/MindlessPone/status/331106402858852353","581267437","MindlessPone"
"330923192392753153","Sun May 05 05:58:00 +0000 2013","0","@EpiceneHS Im sending Alicorn Twilight after you.","330924317355433984","","EpiceneHS","en","Idunno.","0","1","0","https://x.com/TheAmazingAsuka/status/330924317355433984","407389057","TheAmazingAsuka"
"330909568651636736","Sun May 05 05:11:33 +0000 2013","0","He blinks at @GFP_Twilight Seeing her as an Alicorn. He blinks again and he sees her as a human. *Gasps*","330912629260427265","","","en","Gravity Falls, Oregon","0","0","0","https://x.com/GFP_Discord/status/330912629260427265","1270789620","GFP_Discord"
"330788294721953793","Sat May 04 20:57:29 +0000 2013","0","@MyLittlePony I watched MLP:FiM where twilight became a alicorn","330788294721953793","","MyLittlePony","en","","0","0","0","https://x.com/ShiningArmorOFF/status/330788294721953793","1403088277","ShiningArmorOFF"
"330731461428781056","Sat May 04 17:11:39 +0000 2013","1","I suppose I should make my first drawing of alicorn Twilight Sparkle... #Grimdark http://t.co/upejy2Pqnq","330731461428781056","https://pbs.twimg.com/media/BJb-gwsCIAA4g4n.jpg","","en","Seneca Falls NY/Chicago","0","0","0","https://x.com/QuokkaCii/status/330731461428781056","925920300","QuokkaCii"
"330565491238244353","Sat May 04 06:12:09 +0000 2013","0","So... Twilight's an alicorn... I guess that means she's royalty by distant relations?","330565491238244353","","","en","","0","0","0","https://x.com/eyeshouldknow/status/330565491238244353","303029807","eyeshouldknow"
"330501612927873024","Sat May 04 01:58:19 +0000 2013","0","Twilight Sparkle becomes an Alicorn episode... how can you not tear up at that?","330501612927873024","","","en","","0","0","1","https://x.com/Shacknasty/status/330501612927873024","254380438","Shacknasty"
"330440942211440642","Fri May 03 21:57:14 +0000 2013","0","Twilight Sparkle is charging nice Alicorn power #mlp #brony http://t.co/e0CNWusvOp","330440942211440642","https://pbs.twimg.com/media/BJX2SUQCIAEBXbA.jpg","","en","Glasgow Scotland   ","0","0","1","https://x.com/Dashie41/status/330440942211440642","868885999","Dashie41"
"330417665439043584","Fri May 03 20:26:56 +0000 2013","0","@Fire_Flame_Pony I don't see anything wrong with not liking alicorn twilight tbh I wasn't.for it either...","330418216532865024","","MindlessPone","en","Oxfordshire, UK","0","0","0","https://x.com/AncientNanio/status/330418216532865024","283594372","AncientNanio"
"330417665439043584","Fri May 03 20:24:44 +0000 2013","0","Is there anything wrong with not liking Alicorn Twilight? I mean everyone has there own opinion.","330417665439043584","","","en","/twr/ Twitter Board","0","2","1","https://x.com/MindlessPone/status/330417665439043584","581267437","MindlessPone"
"330416605022547968","Fri May 03 20:20:32 +0000 2013","0","Awww just finished all three seasons of My Little Pony. Great show:) Twilight Sparkles is a #Alicorn #mylittleponyfriendshipismagic #Brony","330416605022547968","","","en","","0","0","1","https://x.com/Anthony_Curtiss/status/330416605022547968","414589021","Anthony_Curtiss"
"330411313966751744","Fri May 03 20:08:22 +0000 2013","0","@MLP_Mike_132550 I sorry Mike but I hate alicorn twilight!","330413545315500032","","MLP_Mike_132550","en","/twr/ Twitter Board","0","2","0","https://x.com/MindlessPone/status/330413545315500032","581267437","MindlessPone"
"330410271115976705","Fri May 03 19:55:22 +0000 2013","0","Her Majesty Princess Twilight looks like she's putting some weight the moment she's ascended into an alicorn..... #MLPFiM","330410271115976705","","","en","","0","0","1","https://x.com/Luna_darkprince/status/330410271115976705","1283964792","Luna_darkprince"
"330362492847009792","Fri May 03 16:45:30 +0000 2013","0","It's like the Smucker's family. ://3 and the Alicorn Twilight thing is a bigger subject. (@YouTube http://t.co/lzwMk3lo6D)","330362492847009792","","","en","Gone","0","0","0","https://x.com/JBCBlank/status/330362492847009792","67489450","JBCBlank"
